1817.890625,11783.626714509724,1.300269365310669
2182.953125,12087.96616916753,1.9451045989990234
2548.9765625,11576.152553936556,2.4341814517974854
2918.16015625,11506.541503308,3.0250680446624756
3298.82421875,11256.936439677229,3.3645455837249756
3653.6171875,11693.25361342692,3.9490208625793457
4028.359375,11189.692697456772,4.692965507507324
4396.2734375,11357.250662246692,5.427117586135864
4764.75,11148.477214028277,5.574216842651367
5142.51171875,11367.145114630108,6.584946155548096
1745.8125,11025.799099637765,2.434391975402832
1775.2109375,11773.539390562577,2.472367763519287
1814.08203125,12601.141444890938,2.8624267578125
1856.39453125,12269.435793676255,2.926165819168091
1885.5859375,11731.009157731149,3.4617671966552734
2120.89453125,11543.266580270734,6.320398569107056
2324.8359375,11310.115010210218,8.84103798866272
2590.1171875,11467.625241270125,9.803482294082642
3214.8828125,11212.862925122794,18.589402675628662
3802.046875,11595.002690706995,29.968266487121582
2094.89453125,11330.985224881159,6.491860866546631
