cpu_num,cpu_percent,memory_info
190,0.0,4.1171875
190,99.0,13.16796875
48,5278.3,25.55078125
48,88.6,65.9921875
48,106.5,91.65625
48,96.1,228.36328125
48,91.7,259.30078125
48,99.9,267.39453125
48,101.1,323.03125
48,90.3,470.625
48,86.1,543.87890625
48,76.7,624.16796875
48,84.5,711.58203125
48,91.5,803.64453125
48,81.0,904.37109375
48,79.5,988.0859375
48,78.3,1033.07421875
48,77.3,1076.00390625
48,77.2,1111.92578125
48,69.0,1147.64453125
48,76.1,1182.74609375
48,83.4,1222.640625
48,75.5,1225.875
48,75.3,1231.8046875
48,75.2,1240.0078125
48,75.3,1246.43359375
48,75.0,1252.05078125
94,75.1,1258.140625
94,75.1,1263.39453125
94,82.5,1269.44921875
94,67.3,1272.3125
94,96.9,1281.26953125
94,74.6,1284.46484375
94,74.5,1286.16015625
94,82.0,1288.74609375
94,74.4,1293.05078125
94,74.4,1297.61328125
94,81.9,1302.19140625
94,96.2,1315.02734375
94,74.0,1343.87109375
94,73.9,1376.7109375
94,81.1,1385.5546875
94,73.5,1389.1171875
94,80.9,1390.95703125
94,80.9,1392.46484375
94,66.0,1399.296875
94,95.4,1401.953125
94,73.4,1404.9921875
94,102.5,1408.5703125
94,66.0,1414.43359375
94,80.6,1420.87890625
94,73.2,1429.84765625
94,80.5,1431.40625
94,80.3,1439.734375
94,80.2,1447.1484375
94,80.4,1569.5703125
94,94.1,1727.3515625
94,100.2,1886.421875
94,99.2,2047.296875
94,98.0,2209.9765625
94,103.7,2374.71875
94,102.7,2540.4921875
94,95.0,2705.75
94,100.8,2874.875
94,99.8,3219.8203125
94,92.2,3807.8203125
94,105.3,4397.8203125
94,98.5,2975.30078125
94,113.0,1450.96875
94,102.0,1451.01953125
94,94.8,1451.01953125
94,102.0,1450.51953125
94,94.7,1446.515625
94,80.0,1447.33984375
94,101.2,1447.33984375
94,93.8,1444.9140625
94,101.5,1444.9140625
94,101.8,1402.44140625
94,72.6,1347.01953125
94,59.7,1348.2265625
94,67.2,0.0
