cpu_num,cpu_percent,memory_info
189,0.0,4.234375
94,5665.2,16.5546875
94,1832.5,28.12890625
94,98.2,34.94140625
94,98.2,71.12109375
94,106.1,126.13671875
94,85.0,253.04296875
94,99.2,268.26171875
94,99.6,274.10546875
94,99.5,377.7734375
94,89.0,492.06640625
94,87.2,565.171875
94,86.4,646.76171875
94,94.0,736.3359375
94,84.3,828.734375
94,74.5,931.4921875
94,81.1,1009.484375
94,96.0,1053.28515625
94,87.3,1089.8046875
94,71.3,1125.734375
94,78.7,1160.1328125
94,86.2,1195.8515625
94,70.3,1228.2578125
94,85.4,1231.9453125
94,77.5,1239.67578125
94,77.7,1246.0703125
94,85.5,1254.37890625
94,77.6,1259.76171875
94,77.5,1265.04296875
94,85.1,1271.5703125
94,85.2,1274.91796875
94,77.4,1278.29296875
94,84.6,1287.984375
94,77.1,1289.80078125
94,77.3,1291.65234375
94,85.0,1296.609375
94,76.9,1300.046875
94,76.7,1303.32421875
94,76.7,1311.55859375
94,84.2,1332.08984375
58,76.5,1379.43359375
58,83.4,1386.82421875
58,75.7,1390.83203125
58,83.5,1392.6796875
58,75.8,1394.38671875
58,83.3,1401.18359375
58,90.7,1403.9296875
58,75.4,1405.68359375
58,105.2,1408.6953125
58,75.1,1412.3359375
58,75.1,1418.4453125
58,74.5,1426.953125
58,81.9,1431.1484375
58,89.3,1436.98828125
58,82.4,1443.25
58,75.0,1448.3046875
58,105.0,1448.3125
58,97.3,1448.3125
58,97.4,1448.3125
58,52.2,1457.44140625
58,0.0,1457.44140625
58,15.0,1464.73828125
58,7.5,1466.49609375
58,0.0,1466.49609375
58,37.2,1484.28515625
58,0.0,1484.28515625
58,0.0,1484.28515625
58,74.4,1520.12109375
58,0.0,1520.12109375
58,0.0,1520.37890625
58,73.7,1556.2109375
58,66.0,1592.046875
58,0.0,1592.046875
58,0.0,1592.046875
58,80.4,1628.140625
58,72.7,1663.0703125
58,65.1,1699.2890625
58,151.1,1737.4375
81,1081.5,1803.05859375
93,1099.8,1862.21875
78,1141.1,1929.296875
71,325.1,1945.578125
71,96.8,1945.578125
71,96.7,1945.578125
71,103.4,1945.578125
71,96.8,1945.578125
71,103.6,1946.1328125
71,97.0,1947.53515625
71,97.0,1948.91796875
71,96.9,1950.30078125
71,103.8,1951.64453125
71,1077.7,1953.140625
65,3179.5,1981.359375
67,485.2,2004.13671875
67,95.8,2004.13671875
67,102.6,2004.13671875
67,95.6,2004.13671875
67,104.3,2004.13671875
67,29.9,2004.13671875
67,7.5,2008.05078125
67,7.5,2013.98046875
67,0.0,2013.98046875
67,30.0,2034.34765625
67,0.0,2034.34765625
67,0.0,2034.34765625
67,66.7,2074.82421875
67,0.0,2075.33984375
67,0.0,2075.33984375
67,7.4,2083.07421875
67,171.1,2091.0
67,126.2,2087.37109375
67,103.2,2087.37109375
67,96.2,2087.37109375
67,96.5,2087.55078125
67,103.7,2087.55078125
67,103.7,2087.55078125
67,88.8,2087.55859375
67,103.5,2087.59375
67,103.4,2087.61328125
67,95.9,2087.61328125
67,102.5,2087.61328125
67,103.0,2087.61328125
67,96.2,2087.61328125
67,103.7,2087.61328125
67,96.4,2087.61328125
67,100.9,2087.61328125
67,102.2,2087.6171875
67,95.3,2087.6171875
67,95.8,2087.6171875
67,103.3,2087.62109375
67,95.6,2087.62109375
67,102.9,2087.625
67,95.0,2087.625
67,95.8,2089.54296875
67,102.9,2089.54296875
67,95.5,2089.6484375
67,103.0,2089.63671875
67,95.9,2089.13671875
67,88.3,2085.19921875
67,79.9,2085.99609375
67,94.4,2085.99609375
67,100.9,2083.8828125
67,93.7,2083.9453125
67,107.9,2083.609375
67,65.1,1985.796875
67,66.1,1987.171875
67,59.0,0.0
67,99.3,0.0
