cpu_num,cpu_percent,memory_info
189,0.0,4.12109375
90,176.1,14.28125
90,6732.3,24.0859375
90,88.6,46.91796875
90,98.2,70.40625
90,106.4,156.859375
90,95.2,258.49609375
90,92.2,268.33203125
90,103.1,273.47265625
90,83.2,407.36328125
90,98.4,490.60546875
90,88.2,558.375
90,87.3,633.125
90,86.7,714.98828125
90,77.3,795.859375
90,93.3,882.953125
90,83.3,989.9453125
90,81.7,1026.48828125
90,89.1,1071.4609375
90,72.2,1107.25390625
90,87.9,1141.98828125
90,72.2,1177.64453125
90,79.6,1213.09765625
90,87.3,1228.63671875
90,89.2,1234.06640625
90,73.3,1241.578125
90,82.1,1247.078125
90,86.7,1254.1875
90,72.9,1259.66015625
90,88.4,1265.2578125
90,88.0,1271.078125
90,80.2,1273.83203125
90,86.3,1278.74609375
90,87.3,1287.16015625
90,78.5,1288.92578125
90,78.5,1290.89453125
90,82.3,1295.36328125
90,87.6,1299.3984375
90,87.4,1303.88671875
90,93.9,1311.62890625
90,78.5,1341.9296875
90,101.4,1383.87109375
90,69.8,1388.75
90,87.4,1390.54296875
90,89.0,1392.609375
90,88.4,1394.23828125
90,81.3,1400.875
90,93.2,1404.03125
90,77.7,1405.859375
90,100.5,1410.19921875
90,85.6,1417.01171875
90,78.1,1425.2109375
90,77.9,1431.90625
90,100.4,1435.60546875
90,84.9,1442.82421875
90,78.0,1448.41015625
90,100.1,1448.41015625
90,94.4,1448.41015625
90,98.8,1448.41015625
90,65.4,1457.55078125
90,0.0,1457.55078125
90,8.2,1460.90234375
90,15.9,1466.57421875
90,0.0,1466.57421875
90,30.8,1484.36328125
90,0.0,1484.36328125
90,0.0,1484.36328125
90,82.1,1520.45703125
90,0.0,1520.45703125
90,0.0,1520.45703125
90,82.3,1558.09765625
90,69.2,1592.12890625
90,0.0,1592.12890625
90,32.9,1611.20703125
90,85.2,1649.87890625
90,77.5,1688.29296875
90,77.7,1726.96484375
53,784.2,1781.48046875
69,1236.1,1840.28125
93,1394.1,1899.26171875
72,898.8,1944.1484375
72,96.6,1944.1484375
72,104.2,1944.1484375
72,97.2,1944.3359375
72,96.6,1944.3359375
72,104.0,1945.07421875
72,97.2,1946.4453125
72,97.3,1947.875
72,97.5,1949.2734375
72,97.9,1950.6875
74,1208.1,1952.7421875
67,2831.0,1964.04296875
92,1673.9,2001.64453125
92,102.4,2001.64453125
92,102.3,2001.64453125
92,95.1,2001.64453125
92,102.6,2001.64453125
92,65.9,2001.64453125
92,0.0,2001.64453125
92,0.0,2001.64453125
92,15.1,2011.36328125
92,0.0,2011.36328125
92,30.4,2031.73046875
92,0.0,2031.73046875
92,0.0,2031.73046875
92,53.4,2072.72265625
92,0.0,2072.72265625
92,7.6,2080.71484375
92,244.6,2092.98046875
92,430.9,2092.98046875
92,429.0,2093.08203125
94,427.0,2093.08203125
92,420.9,2093.1875
93,430.2,2093.1875
93,418.4,2093.26953125
93,425.8,2093.26953125
93,425.9,2093.26953125
93,360.6,2085.72265625
93,95.0,2085.72265625
93,102.2,2085.72265625
93,94.8,2085.72265625
93,103.5,2085.72265625
93,96.3,2085.72265625
93,103.9,2085.73046875
93,96.1,2085.73046875
93,95.9,2085.73046875
93,102.0,2085.73046875
93,101.9,2085.73046875
93,97.0,2085.73046875
93,104.3,2085.734375
93,96.5,2085.734375
93,105.1,2085.734375
93,96.5,2085.734375
93,94.8,2085.734375
93,102.0,2085.73828125
93,96.3,2085.73828125
93,104.3,2085.73828125
93,96.9,2085.73828125
93,97.0,2085.76171875
93,96.3,2085.9140625
93,102.0,2086.20703125
93,102.0,2087.83984375
93,94.5,2087.95703125
93,101.7,2087.95703125
93,101.6,2087.95703125
93,101.6,2084.3828125
93,94.4,2082.01953125
93,95.0,2082.89453125
93,109.1,1984.25
93,36.7,1985.55078125
93,66.0,0.0
