cpu_num,cpu_percent,memory_info
185,0.0,4.1171875
185,89.2,13.22265625
19,5149.2,25.76953125
19,98.2,65.9453125
19,96.9,111.0625
19,95.9,254.953125
19,91.6,262.5078125
19,101.9,288.23828125
19,100.4,442.296875
19,86.4,511.4765625
19,93.4,595.62109375
19,74.6,672.97265625
19,91.3,774.9765625
19,71.9,884.7734375
19,86.2,987.74609375
19,76.5,1038.08203125
19,75.0,1081.42578125
19,82.3,1116.51953125
19,66.5,1153.7734375
19,80.2,1190.5078125
19,65.3,1223.05078125
19,78.9,1226.4296875
19,79.0,1233.71875
19,72.0,1242.0546875
19,86.0,1249.796875
19,71.3,1255.46875
19,78.6,1261.234375
19,78.4,1267.5
46,78.1,1271.2265625
46,71.3,1273.6953125
46,71.4,1283.375
46,78.1,1285.1640625
46,78.5,1287.328125
46,71.2,1292.125
46,77.9,1295.69921875
46,71.0,1301.890625
46,98.9,1307.49609375
18,70.7,1333.9921875
18,70.5,1376.34765625
18,84.3,1384.18359375
18,70.2,1388.80078125
18,69.6,1390.796875
18,77.2,1392.53125
18,77.5,1399.49609375
18,90.8,1402.16796875
18,76.9,1405.19140625
18,104.4,1408.7734375
18,69.5,1414.63671875
18,69.2,1420.640625
18,69.8,1429.48046875
18,69.6,1431.484375
18,82.7,1439.984375
18,75.6,1447.19921875
18,62.0,1447.99609375
18,109.6,1448.05859375
18,96.3,1448.05859375
46,89.6,1457.3515625
46,0.0,1457.3515625
46,6.9,1466.11328125
46,0.0,1466.11328125
46,20.7,1474.36328125
46,20.6,1484.16015625
46,0.0,1484.16015625
22,61.8,1519.91796875
22,0.0,1519.91796875
22,34.1,1538.22265625
22,61.1,1575.86328125
22,33.7,1591.84765625
22,0.0,1591.84765625
22,40.1,1612.47265625
22,66.4,1650.62890625
22,66.3,1688.52734375
22,65.4,1726.94140625
50,726.0,1780.4296875
60,1161.0,1840.734375
91,1169.1,1902.125
22,719.8,1942.80859375
22,100.6,1942.93359375
22,100.1,1942.93359375
22,100.3,1942.93359375
22,94.4,1942.94921875
22,106.2,1943.7421875
22,99.7,1945.1015625
22,100.0,1946.703125
22,93.9,1948.328125
22,106.4,1949.6796875
0,2626.6,1957.83984375
36,1893.3,1993.234375
22,105.7,1995.9296875
22,99.2,1995.9296875
22,99.3,1995.9296875
22,99.5,1995.9296875
22,105.6,1995.9296875
22,18.7,1995.9296875
22,12.4,2005.7890625
22,0.0,2005.7890625
22,0.0,2005.7890625
22,30.4,2026.15234375
22,0.0,2026.15234375
22,0.0,2028.984375
22,68.1,2067.13671875
22,0.0,2067.13671875
22,0.0,2067.13671875
22,151.0,2079.15625
22,127.7,2079.22265625
22,98.5,2079.22265625
22,105.3,2079.22265625
22,105.8,2079.22265625
22,97.8,2079.22265625
22,97.6,2079.22265625
22,98.7,2079.22265625
22,98.2,2079.421875
22,98.4,2079.4453125
22,98.2,2079.453125
22,98.0,2079.59375
22,105.5,2079.62890625
22,98.3,2079.6328125
22,97.7,2079.6328125
22,98.6,2079.64453125
22,98.7,2079.6953125
22,105.3,2079.6953125
22,98.1,2079.6953125
22,99.4,2079.6953125
22,97.8,2079.69921875
22,105.4,2079.70703125
1,97.2,2081.14453125
1,95.4,2081.2578125
1,104.1,2081.2578125
1,96.7,2081.2578125
1,96.9,2077.44921875
1,104.3,2077.51171875
1,103.4,2075.0234375
1,96.8,1977.9296875
1,68.7,1978.28125
1,75.8,0.0
